Year,YearMonth,Segment,Ship Mode,Product ID,Product Name,Sales,Sales_EastWest,Sales_CentralSouth
2017,201707,Corporate,Standard Class,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,70.56,0
2019,201908,Consumer,Standard Class,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,15.712,0
2020,202010,Consumer,Same Day,OFF-AR-10004790,Staples in misc. colors,19.152,0,19.152
2017,201711,Corporate,Standard Class,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,137.54,0
2019,201903,Consumer,Second Class,OFF-ST-10002485,Rogers Deluxe File Chest,87.92,87.92,0
2020,202006,Consumer,Second Class,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,41.256,0
2017,201703,Corporate,Standard Class,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302.45,302.45,0
2020,202002,Consumer,Standard Class,FUR-FU-10000550,Stacking Trays by OIC,3.984,0,3.984
2017,201705,Consumer,Standard Class,OFF-BI-10000829,Avery Non-Stick Binders,17.96,17.96,0
2020,202005,Consumer,Standard Class,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,22.344,0,22.344
2020,202007,Corporate,Standard Class,OFF-BI-10002072,Cardinal Slant-D Ring Binders,60.83,0,60.83
2017,201708,Consumer,Second Class,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",22.72,22.72,0
2020,202003,Home Office,Standard Class,OFF-AR-10003158,Fluorescent Highlighters by Dixon,23.88,23.88,0
2019,201909,Corporate,Second Class,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,15.136,0
2019,201908,Corporate,Standard Class,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,2887.056,2887.056,0
2017,201710,Corporate,Standard Class,OFF-PA-10000477,Xerox 1952,64.74,64.74,0
2020,202006,Consumer,Standard Class,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,21.744,0
2019,201911,Consumer,First Class,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",79.95,79.95,0
2019,201907,Corporate,Second Class,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,195.184,0
2018,201807,Consumer,Standard Class,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944,0,384.944
2019,201901,Corporate,Standard Class,OFF-BI-10002026,Avery Arch Ring Binders,104.58,104.58,0
2019,201909,Corporate,Standard Class,OFF-PA-10002319,Xerox 1944,77.52,77.52,0
2018,201812,Consumer,Standard Class,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,271.44,0
2020,202012,Home Office,Standard Class,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",43.7,43.7,0
2020,202009,Corporate,Standard Class,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",409.216,409.216,0
2018,201803,Consumer,Standard Class,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,671.94,671.94,0
2019,201903,Consumer,Second Class,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,11.992,0,11.992
2020,202009,Home Office,First Class,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.848,0,114.848
2019,201907,Home Office,Standard Class,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",11.416,0,11.416
2018,201811,Corporate,First Class,OFF-FA-10000304,Advantus Push Pins,8.72,8.72,0
2017,201710,Consumer,Same Day,TEC-AC-10003023,Logitech G105 Gaming Keyboard,142.488,142.488,0
2018,201811,Home Office,Second Class,OFF-PA-10000157,Xerox 191,179.82,0,179.82
2019,201901,Consumer,Standard Class,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,0,451.136
2020,202003,Consumer,First Class,OFF-BI-10002353,GBC VeloBind Cover Sets,30.88,30.88,0
2020,202009,Home Office,Standard Class,OFF-PA-10003656,Xerox 1935,184.66,0,184.66
2019,201908,Consumer,Standard Class,OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,122.328,0
2018,201810,Home Office,Standard Class,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",70.12,0,70.12
2018,201811,Consumer,Second Class,OFF-EN-10003286,Staple envelope,16.56,16.56,0
2017,201701,Home Office,Standard Class,TEC-PH-10004833,Macally Suction Cup Mount,155.35,0,155.35
2017,201710,Home Office,Second Class,OFF-PA-10002109,Wirebound Voice Message Log Book,3.808,0,3.808
2020,202006,Consumer,Standard Class,OFF-PA-10001534,Xerox 230,32.4,0,32.4
2018,201805,Consumer,Standard Class,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,20.24,0
2020,202007,Home Office,Standard Class,OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",11.01,11.01,0
2018,201803,Consumer,Second Class,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.032,40.032,0
2019,201907,Consumer,Standard Class,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,504.9,0,504.9
2018,201807,Consumer,Second Class,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,704.9,0
2020,202011,Corporate,Second Class,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,7.476,7.476,0
2017,201706,Consumer,Same Day,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,1214.85,1214.85,0
2017,201704,Consumer,Standard Class,OFF-EN-10000056,Cameo Buff Policy Envelopes,149.352,0,149.352
2019,201902,Consumer,Second Class,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,18.69,0,18.69
2017,201711,Corporate,First Class,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,241.44,241.44,0
2018,201811,Home Office,Standard Class,TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,27.168,0,27.168
2018,201810,Consumer,Standard Class,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,291.168,291.168,0
2018,201809,Corporate,Standard Class,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",74.842,74.842,0
2019,201905,Corporate,Standard Class,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,0,27.018
2018,201803,Corporate,Standard Class,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,91.96,0
2020,202010,Consumer,Second Class,OFF-ST-10002214,X-Rack File for Hanging Folders,22.58,22.58,0
2019,201901,Corporate,Standard Class,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,1564.29,1564.29,0
2020,202012,Home Office,Second Class,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,896.328,896.328,0
2017,201708,Consumer,Second Class,OFF-AR-10003056,Newell 341,8.56,8.56,0
2017,201708,Corporate,Standard Class,OFF-PA-10001937,Xerox 21,15.552,0,15.552
2020,202006,Consumer,Standard Class,OFF-SU-10002557,Fiskars Spring-Action Scissors,11.184,0,11.184
2020,202009,Home Office,First Class,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,76.776,76.776,0
2017,201711,Corporate,First Class,OFF-PA-10003395,Xerox 1941,733.95,733.95,0
2017,201705,Consumer,Second Class,FUR-BO-10004467,Bestar Classic Bookcase,349.965,349.965,0
2017,201709,Consumer,Standard Class,TEC-MA-10001127,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985,0,2624.985
2019,201909,Consumer,First Class,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,14.624,14.624,0
2018,201803,Consumer,Standard Class,OFF-PA-10000743,Xerox 1977,33.4,33.4,0
2019,201906,Consumer,First Class,OFF-PA-10001497,Xerox 1914,219.84,219.84,0
2017,201709,Consumer,Standard Class,OFF-PA-10000327,Xerox 1971,38.52,38.52,0
2018,201804,Consumer,Second Class,OFF-PA-10003127,Easy-staple paper,52.76,52.76,0
2018,201808,Home Office,Standard Class,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,1004.976,1004.976,0
2017,201707,Corporate,Second Class,OFF-AR-10004999,Newell 315,17.94,17.94,0
2018,201809,Corporate,Standard Class,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,0,200.984
2018,201807,Consumer,Second Class,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",106.75,0,106.75
2018,201810,Consumer,Second Class,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,47.984,47.984,0
2019,201911,Consumer,Standard Class,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,4.488,0,4.488
2017,201705,Consumer,First Class,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",127.869,0,127.869
2018,201806,Corporate,Standard Class,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,621.76,621.76,0
2017,201712,Consumer,Standard Class,OFF-BI-10000315,Poly Designer Cover & Back,106.344,106.344,0
2019,201911,Home Office,Standard Class,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",334.88,334.88,0
2018,201807,Consumer,Standard Class,OFF-PA-10000349,Easy-staple paper,11.952,0,11.952
2018,201809,Corporate,Standard Class,OFF-ST-10002743,SAFCO Boltless Steel Shelving,363.648,363.648,0
2018,201805,Consumer,Standard Class,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,6.096,0
2020,202010,Home Office,Standard Class,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",6.216,6.216,0
2019,201911,Consumer,Standard Class,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",1474.802,1474.802,0
2019,201911,Consumer,Standard Class,OFF-EN-10001990,Staple envelope,28.4,28.4,0
2019,201910,Corporate,First Class,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,15.992,15.992,0
2017,201701,Consumer,First Class,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",290.666,290.666,0
2017,201703,Consumer,Same Day,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",4.032,0,4.032
2019,201908,Corporate,First Class,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,159.984,0,159.984
2019,201910,Consumer,Standard Class,OFF-ST-10002743,SAFCO Boltless Steel Shelving,340.92,340.92,0
2019,201912,Consumer,Standard Class,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,16.74,16.74,0
2018,201810,Home Office,Second Class,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,270.34,0
2020,202011,Consumer,Standard Class,TEC-AC-10000303,Logitech M510 Wireless Mouse,95.976,0,95.976
2018,201812,Consumer,Second Class,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,1618.37,1618.37,0
2019,201908,Consumer,First Class,OFF-PA-10003625,Xerox 1979,154.9,154.9,0
2018,201807,Corporate,First Class,OFF-BI-10004492,Tuf-Vin Binders,221.06,221.06,0
2020,202009,Consumer,First Class,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,71.98,0
2017,201711,Consumer,Standard Class,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,0,88.776
2020,202010,Consumer,Standard Class,OFF-LA-10000134,Avery 511,6.16,0,6.16
2017,201706,Consumer,Standard Class,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",15.56,15.56,0
2020,202006,Corporate,First Class,OFF-BI-10000546,Avery Durable Binders,2.304,0,2.304
2019,201911,Home Office,Standard Class,FUR-CH-10003817,"Global Value Steno Chair, Gray",255.108,0,255.108
2020,202012,Consumer,First Class,OFF-AR-10001446,Newell 309,34.65,0,34.65
2020,202006,Home Office,Standard Class,TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,3404.5,0
2017,201710,Corporate,Second Class,OFF-LA-10002787,Avery 480,18.75,18.75,0
2020,202009,Corporate,First Class,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,8.82,0
2018,201811,Consumer,Same Day,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,447.93,447.93,0
2017,201709,Corporate,Second Class,FUR-CH-10003761,Global Italian Leather Office Chair,785.88,785.88,0
2020,202007,Home Office,Same Day,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,1687.8,0
2019,201910,Consumer,Second Class,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,290.98,0,290.98
2019,201905,Consumer,Standard Class,OFF-EN-10003134,Staple envelope,9.344,9.344,0
2017,201711,Consumer,Standard Class,OFF-LA-10001569,Avery 499,34.86,34.86,0
2019,201911,Consumer,Standard Class,OFF-AR-10003481,Newell 348,23.616,0,23.616
2018,201807,Consumer,Standard Class,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,0,408.422
2020,202008,Corporate,Standard Class,OFF-PA-10003729,Xerox 1998,36.288,0,36.288
2018,201804,Consumer,Standard Class,OFF-ST-10004123,Safco Industrial Wire Shelving System,72.784,0,72.784
2018,201805,Corporate,Standard Class,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",41.376,0,41.376
2020,202010,Home Office,Standard Class,TEC-PH-10002085,Clarity 53712,369.544,0,369.544
2017,201707,Corporate,First Class,OFF-PA-10003971,Xerox 1965,11.96,11.96,0
2020,202001,Consumer,First Class,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",4.768,4.768,0
2019,201906,Consumer,First Class,FUR-CH-10003846,Hon Valutask Swivel Chairs,161.568,161.568,0
2019,201912,Consumer,Standard Class,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,772.47,772.47,0
2019,201905,Consumer,Standard Class,FUR-FU-10001940,Staple-based wall hangings,63.68,63.68,0
2019,201902,Corporate,Standard Class,OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,0,92.064
2019,201910,Consumer,Same Day,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,0,28.85
2017,201710,Corporate,Standard Class,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,251.91,251.91,0
2019,201907,Consumer,Second Class,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",12.816,12.816,0
2018,201808,Home Office,Standard Class,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,555.96,555.96,0
2017,201711,Consumer,Standard Class,OFF-ST-10002214,X-Rack File for Hanging Folders,22.58,0,22.58
2018,201807,Home Office,Standard Class,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,0,20.94
2018,201811,Consumer,Standard Class,TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,415.968,415.968,0
2018,201812,Consumer,Second Class,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",26.064,26.064,0
2017,201709,Consumer,Standard Class,OFF-AR-10002833,Newell 322,5.46,5.46,0
2020,202004,Consumer,First Class,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",908.82,908.82,0
2019,201911,Corporate,Second Class,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,404.94,0,404.94
2017,201702,Consumer,Second Class,OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,0,9.64
2019,201905,Corporate,Standard Class,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,10.38,0,10.38
2020,202007,Home Office,Standard Class,TEC-AC-10003590,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",300.324,258.9,41.424
2020,202011,Consumer,Standard Class,OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,0,181.86
2019,201906,Consumer,Second Class,OFF-LA-10001934,Avery 516,21.93,21.93,0
2017,201707,Consumer,Second Class,TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",23.84,0,23.84
2020,202009,Home Office,Standard Class,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",419.136,0,419.136
2018,201810,Consumer,Same Day,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,17.45,17.45,0
2018,201808,Consumer,Standard Class,TEC-PH-10000576,AT&T 1080 Corded phone,438.368,438.368,0
2020,202007,Consumer,Standard Class,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,140.97,140.97,0
2020,202011,Home Office,Second Class,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,155.372,155.372,0
2018,201809,Consumer,Standard Class,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,59.97,0,59.97
2020,202012,Corporate,Standard Class,OFF-BI-10003707,Aluminum Screw Posts,36.624,36.624,0
2020,202011,Consumer,Standard Class,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,57.568,57.568,0
2018,201802,Consumer,First Class,TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149.97,0,149.97
2020,202012,Consumer,Standard Class,OFF-PA-10001593,Xerox 1947,41.86,41.86,0
2018,201805,Consumer,Same Day,OFF-AR-10003504,Newell 347,10.272,0,10.272
2018,201803,Corporate,Standard Class,OFF-AR-10003217,Newell 316,19.56,0,19.56
2018,201811,Consumer,First Class,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,32.985,0,32.985
2019,201912,Consumer,Standard Class,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18.192,18.192,0
2020,202004,Consumer,First Class,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",1.988,0,1.988
2017,201708,Home Office,Standard Class,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,549.99,0,549.99
2020,202003,Consumer,Second Class,FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,15.008,0
2019,201910,Corporate,Standard Class,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,32.48,0,32.48
2020,202012,Corporate,Standard Class,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",42.76,42.76,0
2020,202001,Home Office,Standard Class,OFF-AR-10001227,Newell 338,8.82,8.82,0
2017,201706,Home Office,Second Class,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2001.86,0,2001.86
2019,201905,Consumer,Standard Class,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,11.277,0,11.277
2018,201807,Corporate,Standard Class,OFF-FA-10004248,Advantus T-Pin Paper Clips,14.432,0,14.432
2017,201711,Consumer,Standard Class,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,998.85,0,998.85
2017,201703,Consumer,Standard Class,OFF-BI-10000773,Insertable Tab Post Binder Dividers,7.218,0,7.218
2017,201708,Consumer,First Class,OFF-BI-10000138,Acco Translucent Poly Ring Binders,14.04,0,14.04
2019,201911,Corporate,First Class,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,11.36,11.36,0
2018,201803,Consumer,Standard Class,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,0,512.94
2018,201811,Consumer,Standard Class,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,80.96,0
2020,202005,Consumer,Same Day,FUR-FU-10000732,Eldon 200 Class Desk Accessories,18.84,18.84,0
2017,201704,Home Office,Same Day,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,106.96,0
2017,201712,Consumer,Standard Class,OFF-LA-10004409,Avery 492,28.8,28.8,0
2017,201712,Home Office,First Class,FUR-FU-10002501,Nu-Dell Executive Frame,63.2,63.2,0
2018,201808,Consumer,Standard Class,OFF-LA-10000134,Avery 511,3.08,3.08,0
2017,201709,Home Office,Standard Class,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,14.576,14.576,0
2018,201811,Corporate,Standard Class,FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,186.048,0
2019,201905,Consumer,First Class,TEC-MA-10003589,Cisco 8961 IP Phone Charcoal,224.937,224.937,0
2020,202007,Consumer,Same Day,TEC-PH-10003092,Motorola L804,36.792,0,36.792
2018,201807,Home Office,Standard Class,FUR-BO-10002824,Bush Mission Pointe Library,301.96,301.96,0
2018,201812,Corporate,Standard Class,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,44.75,0
2020,202011,Consumer,Second Class,OFF-PA-10001846,Xerox 1899,11.56,11.56,0
2018,201811,Consumer,Second Class,OFF-ST-10002554,Tennsco Industrial Shelving,244.55,244.55,0
2017,201711,Consumer,Standard Class,OFF-BI-10000546,Avery Durable Binders,11.52,0,11.52
2020,202011,Home Office,Second Class,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,0,501.81
2018,201809,Corporate,Standard Class,TEC-PH-10001750,Samsung Rugby III,263.96,263.96,0
2020,202011,Consumer,Second Class,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,0,99.136
2020,202009,Consumer,First Class,FUR-FU-10001057,Tensor Track Tree Floor Lamp,127.936,127.936,0
2018,201812,Consumer,Standard Class,OFF-AR-10003087,Staples in misc. colors,1.78,0,1.78
2017,201709,Corporate,Standard Class,OFF-ST-10002574,"SAFCO Commercial Wire Shelving, Black",331.536,0,331.536
2019,201908,Consumer,First Class,OFF-BI-10000666,Surelock Post Binders,146.688,146.688,0
2018,201809,Consumer,Standard Class,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,52.512,0
2020,202008,Consumer,Standard Class,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,5920.134,4305.552,1614.582
2019,201907,Consumer,Standard Class,OFF-AR-10002221,12 Colored Short Pencils,4.16,4.16,0
2018,201811,Corporate,First Class,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,104.97,0
2017,201711,Consumer,Same Day,OFF-LA-10001613,Avery File Folder Labels,11.52,11.52,0
2020,202006,Corporate,Standard Class,OFF-ST-10003805,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,0,1347.52
2017,201712,Corporate,First Class,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,99.136,0
2017,201709,Consumer,Standard Class,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,357,357,0
2020,202003,Home Office,Standard Class,OFF-BI-10003166,GBC Plasticlear Binding Covers,13.776,0,13.776
2019,201909,Consumer,Second Class,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,0,57.584
2019,201909,Home Office,First Class,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,207.48,0
2017,201702,Corporate,Standard Class,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,81.96,81.96,0
2019,201912,Consumer,First Class,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",1056.86,0,1056.86
2020,202011,Consumer,Standard Class,OFF-BI-10003669,3M Organizer Strips,8.64,8.64,0
2020,202002,Consumer,Standard Class,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,252.784,0,252.784
2018,201812,Consumer,First Class,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,36.24,0
2017,201703,Consumer,Standard Class,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",15.552,0,15.552
2019,201909,Home Office,First Class,TEC-PH-10002496,Cisco SPA301,280.782,280.782,0
2019,201906,Corporate,Second Class,OFF-AR-10002335,DIXON Oriole Pencils,5.16,5.16,0
2020,202012,Corporate,Standard Class,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,13.392,13.392,0
2020,202003,Corporate,First Class,OFF-PA-10000743,Xerox 1977,20.04,20.04,0
2020,202005,Consumer,Standard Class,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624,42.624,0
2020,202010,Home Office,Standard Class,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,0,683.952
2019,201908,Consumer,Standard Class,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,0,209.97
2020,202010,Home Office,First Class,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,27.36,0,27.36
2020,202012,Consumer,Standard Class,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,68.46,68.46,0
2019,201904,Consumer,Standard Class,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,17.04,0
2017,201705,Consumer,Standard Class,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,57.42,0,57.42
2017,201711,Corporate,First Class,OFF-PA-10004609,Xerox 221,20.736,0,20.736
2018,201803,Corporate,First Class,TEC-AC-10000736,Logitech G600 MMO Gaming Mouse,239.97,239.97,0
2018,201808,Consumer,Standard Class,OFF-PA-10001878,Xerox 1891,313.024,313.024,0
2017,201703,Consumer,Standard Class,FUR-FU-10001473,DAX Wood Document Frame,32.952,0,32.952
2020,202009,Consumer,Second Class,OFF-FA-10001843,Staples,14.82,14.82,0
2020,202011,Consumer,First Class,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,1079.316,0
2017,201703,Consumer,Second Class,FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,40.48,0
2020,202006,Home Office,Standard Class,OFF-BI-10000145,Zipper Ring Binder Pockets,6.24,6.24,0
2017,201705,Corporate,First Class,OFF-PA-10001712,Xerox 1948,39.96,39.96,0
2019,201908,Consumer,First Class,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,37.764,0
2018,201801,Corporate,Second Class,OFF-AR-10001473,Newell 313,9.84,9.84,0
2020,202008,Corporate,First Class,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,0,12.864
2017,201709,Consumer,Standard Class,TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",153.824,0,153.824
2020,202012,Corporate,Second Class,OFF-SU-10003505,Premier Electric Letter Opener,695.16,695.16,0
2019,201911,Corporate,Second Class,OFF-AR-10003394,Newell 332,20.58,0,20.58
2020,202009,Consumer,Standard Class,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,5.56,0
2018,201811,Corporate,Standard Class,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,696.42,696.42,0
2018,201803,Consumer,Standard Class,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,166.24,0
2017,201707,Corporate,First Class,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,9.81,0,9.81
2017,201710,Consumer,First Class,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",1298.55,1298.55,0
